id,name,chembl_id,mechanism
DB00086,Streptokinase,CHEMBL2108147,Plasminogen is an inactive molecule that becomes activated to plasmin when the Arg/Val bond is cleaved. Plasmin breaks down fibrin clots created by the blood clotting cascade. Streptokinase forms a highly specific 1:1 enzymatic complex with plasminogen which converts inactive plasminogen molecules into active plasmin. Plasmin degrades fibrin clots as well as fibrinogen and other plasma proteins. This in turn leads to the degradation of blood clots.
DB00087,Alemtuzumab,CHEMBL1201587,Campath binds to the CD52 antigen present on most B and T lymphocytes. This binding leads to antibody-dependent lysis of leukemic cells.
DB00088,Alglucerase,CHEMBL1201633,"Alglucerase catalyzes the hydrolysis of the glycolipid, glucocerebroside, to glucose and ceramide as part of the normal degradation pathway for membrane lipids."
DB00089,Capromab pendetide,CHEMBL2108285,Binds selectively to cell-surface prostate-specific membrane antigen (PSMA) expressed on prostate tissues and tumors.
DB00090,Laronidase,CHEMBL1201595,Laronidase catalyses the hydrolysis of terminal alpha-L-iduronic acid residues of dermatan sulfate and heparin sulfate.
DB00091,Cyclosporine,CHEMBL160,"Cyclosporine binds to cyclophilin. The complex then inhibits calcineurin which is normally responsible for activating transcription of interleukin 2. Cyclosporine also inhibits lymphokine production and interleukin release. In ophthalmic applications, the precise mechanism of action is not known. Cyclosporine emulsion is thought to act as a partial immunomodulator in patients whose tear production is presumed to be suppressed due to ocular inflammation associated with keratoconjunctivitis sicca."
DB00092,Alefacept,CHEMBL1201571,Inhibits T-lymphocyte activation and production by binding to the CD2 lymphocyte antigen.
DB00093,Felypressin,CHEMBL3185126,"Felypressin binds to the vasopressin receptor V1a. This causes contraction of the smooth muscle in the vascular bed, especially capillaries, small arterioles and venules."
DB00094,Urofollitropin,CHEMBL1201520,"FSH binds to the follicle stimulating hormone receptor which is a G-coupled transmembrane receptor. Binding of the FSH to its receptor seems to induce phosphorylation and activation of the PI3K (Phosphatidylinositol-3-kinase) and Akt signaling pathway, which is known to regulate many other metabolic and related survival/maturation functions in cells."
DB00095,Efalizumab,CHEMBL1201575,"Efalizumab binds to CD11a, a subunit of leukocyte function antigen-1 (LFA-1), which is expressed on all leukocytes. As a result efalizumab decreases cell surface expression of CD11a."
DB00097,Choriogonadotropin alfa,CHEMBL1201464,Choriogonadotropin alfa binds to the Follicle stimulating hormone receptor which results in ovulation in the absence of sufficient endogenous Luteinizing hormone.
DB00098,Antithymocyte immunoglobulin (rabbit),,"Binds to multiple, T-cell specific antigens leading to T-lymphocyte cell death via complement mediated cytotoxicity or apoptosis."
DB00099,Filgrastim,CHEMBL1201567,"Filgrastim binds to the G-CSF receptor and stimulates the production of neutrophils in the bone marrow. As a G-CSF analog, it controls proliferation of committed progenitor cells and influences their maturation into mature neutrophils. Filgrastim also stimulates the release of neutrophils from bone marrow storage pools and reduces their maturation time. Filgrastim acts to increase the phagocytic activity of mature neutrophils. In patients receiving cytotoxic chemotherapy, Filgrastim can accelerate neutrophil recovery, leading to a reduction in duration of the neutropenic phase"
DB00100,Coagulation Factor IX (Recombinant),,"Coagulation Factor IX is an important protein in the process of hemostasis and normal blood clotting as it plays a key role within the coagulation cascade. It is located within the blood plasma as a zymogen, an antecedent to enzymatic function, in its inactivated state. Factor IX is dependent on the presence of Vitamin K, and is activated to a serine protease by the function of Coagulation Factor XIa. Factor XIa cleaves the peptide bond associated with protein activation in Factor IX, leaving Factor IX with two exposed chains, a light chain and a heavy chain. These two chains are held together by several disulfide bonds that reinforce the structure of Factor IX's activated form. After being activated, Factor IX forms a complex with calcium ions, membrane phospholipids and Coagulation Factor VIII to activate Coagulation Factor X. The activation of Factor X then performs a similarly integral step in the blood coagulation cascade. The ultimate result of phenotypically normal coagulation factors is the creation of platelets for normal blood clotting."
DB00102,Becaplermin,CHEMBL1201556,"Binds to the beta platelet-derived growth factor (PDGF) receptor, a tyrosine kinase receptor. PDGF is known to exist as a dimer, and activates its signaling pathway by a ligand induced receptor dimerization and autophosphorylation. PDGF receptors also contain many auto-phosphorylation sites, which serve to mediate binding of SH2 sites and subsequently signal corresponding pathways. There are five different isoforms of PDGF that activate through two different receptors (alpha and beta)."
DB00103,Agalsidase beta,CHEMBL2108888,"Alpha-galactosidase A catalyzes the hydrolysis of globotriaosylceramide (GL-3) and other a-galactyl-terminated neutral glycosphingolipids, such as galabiosylceramide and blood group B substances to ceramide dihexoside and galactose."
DB00104,Octreotide,CHEMBL1680,Octreotide binds to somatostatin receptors. These receptors are coupled via pertussis toxin sensitive G proteins which lead to inhibition of adenylyl cyclase. Octreotide binding to these receptors also stimulates phosphotyrosine phosphatase and activation of the Na(+)/H(+) exchanger via pertussis toxin insensitive G proteins.
DB00105,"Interferon Alfa-2b, Recombinant",,Interferon alpha binds to type I interferon receptors (IFNAR1 and IFNAR2c) which upon dimerization activate two Jak (Janus kinase) tyrosine kinases (Jak1 and Tyk2). These transphosphorylate themselves and phosphorylate the receptors. The phosphorylated INFAR receptors then bind to Stat1 and Stat2 (signal transducers and activators of transcription)which dimerize and activate multiple (~100) immunomodulatory and antiviral proteins. Interferon alpha binds less stably to type I interferon receptors than interferon beta.
DB00106,Abarelix,CHEMBL1252,Abarelix binds to the gonadotropin releasing hormone receptor and acts as a potent inhibitor of gonadotropin secretion.
DB00107,Oxytocin,CHEMBL395429,"Uterine motility depends on the formation of the contractile protein actomyosin under the influence of the Ca2+-dependent phosphorylating enzyme myosin light-chain kinase. Oxytocin promotes contractions by increasing the intracellular Ca2+, which in turn activates myosin's light chain kinase.. Oxytocin has specific receptors in the muscle lining of the uterus and the receptor concentration increases greatly during pregnancy, reaching a maximum in early labor at term."
DB00108,Natalizumab,CHEMBL1201607,"Binds to the &alpha;4-subunit of &alpha;4b 1 and &alpha;4b 7 integrins expressed on the surface of all leukocytes except neutrophils, and inhibits the &alpha;4-mediated adhesion of leukocytes to their counter-receptor(s)."
DB00109,Enfuvirtide,CHEMBL525076,"Enfuvirtide binds to the first heptad-repeat (HR1) in the gp41 subunit of the viral envelope glycoprotein and prevents the conformational changes required for the fusion of viral and cellular membranes. It works by disrupting the HIV-1 molecular machinery at the final stage of fusion with the target cell, preventing uninfected cells from becoming infected. Enfuvirtide is a biomimetic peptide that was rationally designed to mimic components of the HIV-1 fusion machinery and displace them, preventing normal fusion. 

"
DB00110,Palivizumab,CHEMBL1201586,Palivizumab binds to the fusion glycoprotein of RSV. This prevents its binding and uptake by host cellular receptors.
DB00111,Daclizumab,CHEMBL1201605,Zenepax binds with high-affinity to the Tac subunit of the high-affinity IL-2 receptor complex and inhibits IL-2 binding. The IL-2 receptor (Tac) subunit is expressed on activated but not resting lymphocytes.
DB00112,Bevacizumab,CHEMBL1201583,Bevacizumab contains human framework regions with antigen binding regions of a humanised murine antibody that binds to VEGF. Bevacizumab is produced by recombinant DNA technology in a Chinese hamster ovary mammalian cell expression system in a nutrient medium containing the antibiotic gentamicin and is purified by a process that includes specific viral inactivation and removal steps. Bevacizumab binds VEGF and prevents the interaction of VEGF to its receptors (Flt-1 and KDR) on the surface of endothelial cells. This prevents blood vessel proliferation and in response retardation of metastatic tumor growth occurs. 
