hgnc_id	approved_symbol	approved_name	synonyms	accession_numbers	entrez_gene_id	ensembl_gene_id	refseq_ids
HGNC:10232	SNORA71A	small nucleolar RNA, H/ACA box 71A	U71a	Y11165	26777	ENSG00000225091	NR_002911
HGNC:10233	SNORA71B	small nucleolar RNA, H/ACA box 71B	U71b	Y11166	26776	ENSG00000235408	NR_002910
HGNC:10234	SNORA72	small nucleolar RNA, H/ACA box 72	U72	Y11167	26775	ENSG00000207067	NR_002581
HGNC:10235	SNORD73A	small nucleolar RNA, C/D box 73A	U73a, RNU73A	Z83330	8944	ENSG00000208797	NR_000007
HGNC:10236	RNU7-68P	RNA, U7 small nuclear 68 pseudogene	HSU7.732A, U7.68	M35537	6072		NG_001188
HGNC:10237	RNU7-86P	RNA, U7 small nuclear 86 pseudogene	HSU7.7/32B	M35538	6073		NG_001189
HGNC:10238	RNU7P3~withdrawn	symbol withdrawn, see RNU7-24P					
HGNC:10239	RNU7-55P	RNA, U7 small nuclear 55 pseudogene	HSU7.36, U7.55	M35540	6075	ENSG00000239078	NG_001191
HGNC:1024	BCYRN1P2	brain cytoplasmic RNA 1, pseudogene 2	BC200g	U01308	620		
HGNC:10240	SNORD82	small nucleolar RNA, C/D box 82	Z25, U82	AJ010666	25826	ENSG00000202400	NR_004398
HGNC:10241	PHAX	phosphorylated adaptor for RNA export	FLJ13193	AK023255	51808	ENSG00000164902	NM_032177
HGNC:10242	RNY1	RNA, Ro-associated Y1	hY1	V00584	6084	ENSG00000201098	NR_004391
HGNC:10243	RNY3	RNA, Ro-associated Y3	hY3	V00585	6085	ENSG00000202354	NR_004392
HGNC:10244	RNY4	RNA, Ro-associated Y4	HY4	L32608	6086	ENSG00000252316	NR_004393
HGNC:10245	RNY4P1	RNA, Ro-associated Y4 pseudogene 1	hY4.B8	M77131	6087		NG_005036
HGNC:10246	RNY4P2	RNA, Ro-associated Y4 pseudogene 2	hY4.B7	M77130	6088		NG_005037
HGNC:10247	RNY4P3	RNA, Ro-associated Y4 pseudogene 3	hY4.F2	M77132	6089	ENSG00000202124	NG_005038
HGNC:10248	RNY5	RNA, Ro-associated Y5		U64824	6090		NR_001571
HGNC:10249	ROBO1	roundabout guidance receptor 1	DUTT1, FLJ21882, SAX3	AF040990	6091	ENSG00000169855	NM_002941
HGNC:1025	BDB~withdrawn	symbol withdrawn, see ROR2					
HGNC:10250	ROBO2	roundabout guidance receptor 2	KIAA1568	AF040991	6092	ENSG00000185008	XM_031246
HGNC:10251	ROCK1	Rho associated coiled-coil containing protein kinase 1	p160ROCK		6093	ENSG00000067900	NM_005406
HGNC:10252	ROCK2	Rho associated coiled-coil containing protein kinase 2		D87931	9475	ENSG00000134318	
HGNC:10253	PTBP3	polypyrimidine tract binding protein 3	DKFZp781I1117	AB023967	9991	ENSG00000119314	
HGNC:10254	ROM1	retinal outer segment membrane protein 1	TSPAN23, ROM	L07894	6094		NM_000327
HGNC:10255	RONU~withdrawn	symbol withdrawn, see FOXN1					
HGNC:10256	ROR1	receptor tyrosine kinase like orphan receptor 1		M97675	4919	ENSG00000185483	NM_005012
HGNC:10257	ROR2	receptor tyrosine kinase like orphan receptor 2		M97639	4920	ENSG00000169071	
HGNC:10258	RORA	RAR related orphan receptor A	RZRA, ROR1, ROR2, ROR3, NR1F1	U04897	6095	ENSG00000069667	NM_134261
HGNC:10259	RORB	RAR related orphan receptor B	RZRB, NR1F2, ROR-BETA	Y08639	6096	ENSG00000198963	
HGNC:1026	BDB1~withdrawn	symbol withdrawn, see ROR2					
HGNC:10260	RORC	RAR related orphan receptor C	RZRG, RORG, NR1F3, TOR	U16997		ENSG00000143365	
HGNC:10261	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	MCF3, ROS, c-ros-1	M13599	6098	ENSG00000047936	
HGNC:10262	RP~withdrawn	symbol withdrawn, see MT-ATP6					
HGNC:10263	RP1	RP1, axonemal microtubule associated	DCDC4A, ORP1	AF146592	6101	ENSG00000104237	NM_006269
HGNC:10264	RP10~withdrawn	symbol withdrawn, see IMPDH1					
HGNC:10265	RP11~withdrawn	symbol withdrawn, see PRPF31					
HGNC:10266	RP12~withdrawn	symbol withdrawn, see CRB1					
HGNC:10267	RP13~withdrawn	symbol withdrawn, see PRPF8					
HGNC:10268	RP14~withdrawn	symbol withdrawn, see TULP1					
HGNC:10269	RP15~withdrawn	symbol withdrawn, see RPGR					
HGNC:1027	BDH1	3-hydroxybutyrate dehydrogenase 1	SDR9C1	M93107	622	ENSG00000161267	NM_004051
HGNC:10270	RP16~withdrawn	entry withdrawn					
HGNC:10271	RP17~withdrawn	symbol withdrawn, see CA4					
HGNC:10272	RP18~withdrawn	symbol withdrawn, see PRPF3					
HGNC:10273	RP19~withdrawn	symbol withdrawn, see ABCA4					
HGNC:10274	RP2	RP2, ARL3 GTPase activating protein	TBCCD2, NME10, NM23-H10	AJ007590	6102	ENSG00000102218	NM_006915
HGNC:10275	RP20~withdrawn	symbol withdrawn, see RPE65					
HGNC:10276	RP22	retinitis pigmentosa 22 (autosomal recessive)					
HGNC:10277	RP23~withdrawn	symbol withdrawn, see OFD1					
HGNC:10278	RP24	retinitis pigmentosa 24 (X-linked recessive)					
HGNC:10279	RP25~withdrawn	symbol withdrawn, see EYS					
HGNC:1028	BDK~withdrawn	symbol withdrawn, see KNG1					
HGNC:10280	RP26~withdrawn	symbol withdrawn, see CERKL					
HGNC:10281	RP28~withdrawn	symbol withdrawn, see FAM161A					
HGNC:10282	RP29	retinitis pigmentosa 29 (autosomal recessive)					
HGNC:10283	RP3~withdrawn	symbol withdrawn, see RPGR					
HGNC:10284	RP4~withdrawn	symbol withdrawn, see RHO					
HGNC:10285	RP5~withdrawn	entry withdrawn					
HGNC:10286	RP6	retinitis pigmentosa 6 (X-linked recessive)			6104		
HGNC:10287	RP7~withdrawn	symbol withdrawn, see PRPH2					
HGNC:10288	RP9	RP9, pre-mRNA splicing factor	PAP-1	AX016710	6100	ENSG00000164610	NM_203288
HGNC:10289	RPA1	replication protein A1	REPA1, RPA70, HSSB, RF-A, RP-A	M63488	6117	ENSG00000132383	NM_002945
HGNC:1029	BDKRB1	bradykinin receptor B1	BKR1, B1BKR, bradyb1	L42383	623	ENSG00000100739	
HGNC:10290	RPA2	replication protein A2		BC021257	6118	ENSG00000117748	NM_002946
HGNC:10291	RPA3	replication protein A3	REPA3		6119	ENSG00000106399	NM_002947
HGNC:10292	RPD3L1~withdrawn	symbol withdrawn, see HDAC1					
HGNC:10293	RPE	ribulose-5-phosphate-3-epimerase			6120	ENSG00000197713	NM_006916
HGNC:10294	RPE65	RPE65, retinoid isomerohydrolase	LCA2, rd12, BCO3	U18991	6121	ENSG00000116745	NM_000329
HGNC:10295	RPGR	retinitis pigmentosa GTPase regulator	CORDX1	U57629	6103	ENSG00000156313	NM_000328
HGNC:10296	RPH3AL	rabphilin 3A like (without C2 domains)	Noc2		9501	ENSG00000181031	NM_006987
HGNC:10297	RPIA	ribose 5-phosphate isomerase A		L35035	22934	ENSG00000153574	
HGNC:10298	RPL10	ribosomal protein L10	NOV, QM, DXS648E, DXS648, FLJ23544, L10	AB007170	6134	ENSG00000147403	NM_006013
HGNC:10299	RPL10A	ribosomal protein L10a	Csa-19, L10A	U12404	4736	ENSG00000198755	NM_007104
HGNC:103	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2		AF216962	54805	ENSG00000148842	NM_017649
HGNC:1030	BDKRB2	bradykinin receptor B2	BK-2	S56772	624	ENSG00000168398	
HGNC:10300	RPL10P1	ribosomal protein L10 pseudogene 1			100288252	ENSG00000217026	NG_000911
HGNC:10301	RPL11	ribosomal protein L11	L11, uL5	L05092	6135	ENSG00000142676	NM_000975
HGNC:10302	RPL12	ribosomal protein L12	L12		6136	ENSG00000197958	
HGNC:10303	RPL13	ribosomal protein L13	D16S444E, BBC1, L13	AB007172	6137	ENSG00000167526	NM_000977
HGNC:10304	RPL13A	ribosomal protein L13a	L13A	X56932	23521	ENSG00000142541	
HGNC:10305	RPL14	ribosomal protein L14	L14, hRL14, RL14, CTG-B33	D87735	9045	ENSG00000188846	NM_003973
HGNC:10306	RPL15	ribosomal protein L15	RPL10, RPLY10, RPYL10, EC45, L15	AB007173	6138	ENSG00000174748	NM_002948
HGNC:10307	RPL17	ribosomal protein L17	rpL23, L17	AB007174	6139	ENSG00000265681	NM_000985
HGNC:10308	RPL17L1~withdrawn	entry withdrawn					
HGNC:10309	RPL17P~withdrawn	symbol withdrawn, see RPL7P1					
HGNC:1031	BDM~withdrawn	entry withdrawn					
HGNC:10310	RPL18	ribosomal protein L18	L18	L11566	6141	ENSG00000063177	NM_000979
HGNC:10311	RPL18A	ribosomal protein L18a	L18A	AB007175	6142	ENSG00000105640	NM_000980
HGNC:10312	RPL19	ribosomal protein L19	FLJ27452, MGC71997, DKFZp779D216, L19		6143	ENSG00000108298	NM_000981
HGNC:10313	RPL21	ribosomal protein L21	L21, FLJ27458, MGC71252, MGC104274, MGC104275, DKFZp686C06101	AB007176	6144	ENSG00000122026	NM_000982
HGNC:10314	RPL21P1	ribosomal protein L21 pseudogene 1		X63773	6145	ENSG00000214760	
HGNC:10315	RPL22	ribosomal protein L22	EAP, L22	BC058887	6146	ENSG00000116251	NM_000983
HGNC:10316	RPL23	ribosomal protein L23	rpL17, L23	X52839	9349	ENSG00000125691	NM_000978
HGNC:10317	RPL23A	ribosomal protein L23a	L23A	U43701	6147	ENSG00000198242	NM_000984
HGNC:10318	RPL23AP1	ribosomal protein L23a pseudogene 1			6148	ENSG00000239257	NG_001027
HGNC:10319	RPL23AP2	ribosomal protein L23a pseudogene 2			401904	ENSG00000225067	NG_008068
HGNC:1032	BDMR~withdrawn	symbol withdrawn, see HDAC4					
HGNC:10320	RPL23AP3	ribosomal protein L23a pseudogene 3			8489	ENSG00000214914	NG_000878
HGNC:10321	RPL23AP4	ribosomal protein L23a pseudogene 4			54029	ENSG00000212932	NG_000910
HGNC:10322	MRPL23	mitochondrial ribosomal protein L23	L23MRP	AB051340	6150	ENSG00000214026	NM_021134
HGNC:10323	RPL23P1~withdrawn	entry withdrawn					
HGNC:10324	RPL23P2	ribosomal protein L23 pseudogene 2			54028	ENSG00000176054	NG_000909
HGNC:10325	RPL24	ribosomal protein L24	L24	AB007177	6152	ENSG00000114391	NM_000986
HGNC:10326	RPL25P1~withdrawn	entry withdrawn					
HGNC:10327	RPL26	ribosomal protein L26	L26		6154	ENSG00000161970	NM_000987
HGNC:10328	RPL27	ribosomal protein L27	L27		6155		NM_000988
HGNC:10329	RPL27A	ribosomal protein L27a	L27A	U14968	6157		NM_000990
HGNC:1033	BDNF	brain derived neurotrophic factor		AB038670	627	ENSG00000176697	NM_170735
HGNC:10330	RPL28	ribosomal protein L28	FLJ43307, L28	U14969	6158		NM_000991
HGNC:10331	RPL29	ribosomal protein L29	HIP, HUMRPL29, L29	U10248	6159	ENSG00000162244	NM_000992
HGNC:10332	RPL3	ribosomal protein L3	L3	AB007166	6122	ENSG00000100316	NM_000967
HGNC:10333	RPL30	ribosomal protein L30	L30		6156	ENSG00000156482	
HGNC:10334	RPL31	ribosomal protein L31	L31	X15940	6160	ENSG00000071082	NM_001098577
HGNC:10335	RPL31P1	ribosomal protein L31 pseudogene 1			54027	ENSG00000214326	NG_000908
HGNC:10336	RPL32	ribosomal protein L32	L32	CA436299, CF124158, CR608027	6161	ENSG00000144713	NM_000994
HGNC:10337	RPL32P4	ribosomal protein L32 pseudogene 4			100131339		NG_009522
HGNC:10338	RPL32P5	ribosomal protein L32 pseudogene 5			23754		NG_002456
HGNC:10339	RPL32P1	ribosomal protein L32 pseudogene 1	RPL32-L	X02228	6163	ENSG00000224796	NG_000869
HGNC:1034	BECN1	beclin 1	ATG6, VPS30	AF077301	8678	ENSG00000126581	NM_003766
HGNC:10340	RPL34	ribosomal protein L34	L34	AB007181	6164	ENSG00000109475	NM_033625, NM_000995
HGNC:10341	RPL34P1	ribosomal protein L34 pseudogene 1		AL021397	26514	ENSG00000237049	NG_000895
HGNC:10342	RPL34P2	ribosomal protein L34 pseudogene 2			26513		NG_000894
HGNC:10343	RPL34P3	ribosomal protein L34 pseudogene 3			54026	ENSG00000223671	
HGNC:10344	RPL35	ribosomal protein L35	L35	U12465	11224	ENSG00000136942	NM_007209
HGNC:10345	RPL35A	ribosomal protein L35a	L35A, eL33, GIG33	X52966	6165	ENSG00000182899	NM_000996
HGNC:10346	RPL36AL	ribosomal protein L36a like		BC000741	6166	ENSG00000165502	
HGNC:10347	RPL37	ribosomal protein L37	L37	L11567	6167	ENSG00000145592	NM_000997
HGNC:10348	RPL37A	ribosomal protein L37a	L37A		6168	ENSG00000197756	NM_000998
HGNC:10349	RPL38	ribosomal protein L38	L38	AB007185	6169	ENSG00000172809	NM_000999
HGNC:1035	BEVI~withdrawn	entry withdrawn					
HGNC:10350	RPL39	ribosomal protein L39	L39		6170	ENSG00000198918	NM_001000
HGNC:10351	RPL3L	ribosomal protein L3 like		U65581	6123	ENSG00000140986	NM_005061
HGNC:10352	RPL3P1	ribosomal protein L3 pseudogene 1			8488	ENSG00000228149	NG_000877
HGNC:10353	RPL4	ribosomal protein L4	L4	AB007167	6124	ENSG00000174444	NM_000968
HGNC:10354	RPL41	ribosomal protein L41	L41	AB007186	6171	ENSG00000229117	
HGNC:10355	RPL41P5	ribosomal protein L41 pseudogene 5		S64030	6172	ENSG00000256393	NG_008264
HGNC:10356	RPL41P1	ribosomal protein L41 pseudogene 1		AL035562	22971	ENSG00000227063	NG_000891
HGNC:10357	RPL41P2	ribosomal protein L41 pseudogene 2			22970	ENSG00000256338	NG_000890
HGNC:10358	RPL41P3	ribosomal protein L41 pseudogene 3			22969		NG_000889
HGNC:10359	RPL36A	ribosomal protein L36a	L36A	BC001781	6173	ENSG00000241343	NM_021029
HGNC:1036	BEX1	brain expressed X-linked 1			55859	ENSG00000133169	NM_018476
HGNC:10360	RPL5	ribosomal protein L5	L5, PPP1R135, uL18	U14966	6125	ENSG00000122406	NM_000969
HGNC:10361	RPL5P1	ribosomal protein L5 pseudogene 1			647436	ENSG00000241061	NG_009523
HGNC:10362	RPL6	ribosomal protein L6	TAXREB107, L6	X69391	6128		
HGNC:10363	RPL7	ribosomal protein L7	humL7-1, L7	L16557	6129	ENSG00000147604	NM_000971
HGNC:10364	RPL7A	ribosomal protein L7a	SURF3, TRUP, L7A	BC005128	6130	ENSG00000148303	NM_000972
HGNC:10365	RPL7AL1~withdrawn	entry withdrawn					
HGNC:10366	RPL7AP1~withdrawn	entry withdrawn					
HGNC:10367	RPL7P1	ribosomal protein L7 pseudogene 1		X72686	6174	ENSG00000214485	NG_001193
HGNC:10368	RPL8	ribosomal protein L8	L8	Z28407	6132	ENSG00000161016	NM_000973
HGNC:10369	RPL9	ribosomal protein L9	L9	D14531	6133	ENSG00000163682	
HGNC:1037	CFB	complement factor B	H2-Bf	L15702	629	ENSG00000243649	NM_001710
HGNC:10370	RPL9P1~withdrawn	symbol withdrawn, see RPL9P7					
HGNC:10371	RPLP0	ribosomal protein lateral stalk subunit P0	PRLP0, P0, L10E, RPP0, LP0	AB007187	6175	ENSG00000089157	NM_053275
HGNC:10372	RPLP1	ribosomal protein lateral stalk subunit P1	LP1		6176	ENSG00000137818	NM_001003
HGNC:10373	RPLP1L1~withdrawn	entry withdrawn					
HGNC:10374	RPLP1L2~withdrawn	entry withdrawn					
HGNC:10375	RPLP1L3~withdrawn	entry withdrawn					
HGNC:10376	RPLP1L4~withdrawn	entry withdrawn					
HGNC:10377	RPLP2	ribosomal protein lateral stalk subunit P2	P2, RPP2, MGC71408, LP2	M17887	6181	ENSG00000177600	NM_001004
HGNC:10378	MRPL12	mitochondrial ribosomal protein L12	MRPL7/L12, MRPL7	X79865	6182	ENSG00000262814	NM_002949
HGNC:10379	MRPL3	mitochondrial ribosomal protein L3	MRL3	X06323	11222	ENSG00000114686	NM_007208
HGNC:1038	BFD~withdrawn	symbol withdrawn, see CFB					
HGNC:10380	MRPS12	mitochondrial ribosomal protein S12	RPS12, RPSM12	Y11681	6183	ENSG00000128626	
HGNC:10381	RPN1	ribophorin I	OST1		6184	ENSG00000163902	NM_002950
HGNC:10382	RPN2	ribophorin II	SWP1, RPNII, RIBIIR, RPN-II	Y00282	6185	ENSG00000118705	NM_002951
HGNC:10383	RPS10	ribosomal protein S10	MGC88819, S10	U14972	6204	ENSG00000124614	
HGNC:10384	RPS11	ribosomal protein S11	S11	AB007152	6205	ENSG00000142534	NM_001015
HGNC:10385	RPS12	ribosomal protein S12	S12	X53505	6206	ENSG00000112306	NM_001016
HGNC:10386	RPS13	ribosomal protein S13	S13	X79239	6207	ENSG00000110700	NM_001017
HGNC:10387	RPS14	ribosomal protein S14	EMTB, S14		6208	ENSG00000164587	NM_001025071
HGNC:10388	RPS15	ribosomal protein S15	RIG, MGC111130, S15		6209	ENSG00000115268	NM_001018
HGNC:10389	RPS15A	ribosomal protein S15a	S15A	AB007154	6210	ENSG00000134419	NM_001019
HGNC:1039	BFLS~withdrawn	symbol withdrawn, see PHF6					
HGNC:10390	RPS15P1~withdrawn	entry withdrawn					
HGNC:10391	RPS15P2~withdrawn	entry withdrawn					
HGNC:10392	RPS15P3~withdrawn	entry withdrawn					
HGNC:10393	RPS15P4~withdrawn	entry withdrawn					
HGNC:10394	RPS15P5~withdrawn	entry withdrawn					
HGNC:10395	RPS15P6~withdrawn	entry withdrawn					
HGNC:10396	RPS16	ribosomal protein S16	S16	M60854	6217		NM_001020
HGNC:10397	RPS17	ribosomal protein S17	RPS17L1, RPS17L2, MGC72007, S17	M18000	6218	ENSG00000182774	NM_001021
HGNC:10398	RPS17P2	ribosomal protein S17 pseudogene 2			6219	ENSG00000197575	NG_003033
HGNC:10399	RPS17P3	ribosomal protein S17 pseudogene 3			646013		NG_009636
HGNC:104	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3		AF216965	26505	ENSG00000168763	NM_017623
HGNC:1040	BFSP1	beaded filament structural protein 1	CP94, CP115, LIFL-H, filensin	Y16717	631	ENSG00000125864	NM_001195
HGNC:10400	RPS17L3~withdrawn	entry withdrawn					
HGNC:10401	RPS18	ribosomal protein S18	KE3, KE-3, HKE3, S18	X69150	6222	ENSG00000231500	
HGNC:10402	RPS19	ribosomal protein S19	DBA, S19, eS19	BC000023	6223		NM_001022
HGNC:10403	RPS1L~withdrawn	entry withdrawn					
HGNC:10404	RPS2	ribosomal protein S2	LLREP3, S2	AB007147	6187	ENSG00000140988	NM_002952
HGNC:10405	RPS20	ribosomal protein S20	S20, uS10	L06498	6224	ENSG00000008988	NM_001023
HGNC:10406	RPS20P3	ribosomal protein S20 pseudogene 3			6225		NG_003034
HGNC:10407	RPS20P4	ribosomal protein S20 pseudogene 4			6226	ENSG00000241907	NG_003035
HGNC:10408	RPS20P1	ribosomal protein S20 pseudogene 1			54025	ENSG00000229761	NG_000906
HGNC:10409	RPS21	ribosomal protein S21	S21	L04483	6227	ENSG00000171858	NM_001024
HGNC:1041	BFSP2	beaded filament structural protein 2	CP47, CP49, LIFL-L, phakinin	U48224	8419	ENSG00000170819	
HGNC:10410	RPS23	ribosomal protein S23	S23, uS12	AB007158	6228	ENSG00000186468	NM_001025
HGNC:10411	RPS24	ribosomal protein S24	S24, eS24	AB007159	6229	ENSG00000138326	NM_001026
HGNC:10412	RPS24P1	ribosomal protein S24 pseudogene 1			23756	ENSG00000236477	NG_000893
HGNC:10413	RPS25	ribosomal protein S25	S25	M64716	6230	ENSG00000118181	NM_001028
HGNC:10414	RPS26	ribosomal protein S26	S26, eS26	AB007160	6231	ENSG00000197728	NM_001029
HGNC:10415	RPS26P1	ribosomal protein S26 pseudogene 1			54024		
HGNC:10416	RPS27	ribosomal protein S27	MPS-1, MPS1, S27	U57847	6232	ENSG00000177954	NM_001030
HGNC:10417	RPS27A	ribosomal protein S27a	UBCEP80, Uba80, S27A	AB007163	6233	ENSG00000143947	
HGNC:10418	RPS28	ribosomal protein S28	S28, eS28	D14530	6234		NM_001031
HGNC:10419	RPS29	ribosomal protein S29	S29, uS14	L31610	6235	ENSG00000213741	NM_001030001
HGNC:1042	BFT~withdrawn	symbol withdrawn, see PITX1					
HGNC:10420	RPS3	ribosomal protein S3	FLJ26283, FLJ27450, MGC87870, S3		6188	ENSG00000149273	NM_001005
HGNC:10421	RPS3A	ribosomal protein S3A	S3A	X87373	6189	ENSG00000145425	
HGNC:10422	RPS3AP1	ribosomal protein S3A pseudogene 1			101241875	ENSG00000233206	NG_000904
HGNC:10423	RPS3L1~withdrawn	entry withdrawn					
HGNC:10424	RPS4X	ribosomal protein S4, X-linked	DXS306, CCG2, SCAR, SCR10, FLJ40595, RPS4, S4		6191	ENSG00000198034	NM_001007
HGNC:10425	RPS4Y1	ribosomal protein S4, Y-linked 1	MGC5070, MGC119100, S4		6192	ENSG00000129824	NM_001008
HGNC:10426	RPS5	ribosomal protein S5	S5	U14970	6193		NM_001009
HGNC:10427	RPS5P3	ribosomal protein S5 pseudogene 3			54022	ENSG00000215088	NG_000903
HGNC:10428	RPS5P1	ribosomal protein S5 pseudogene 1			26516		NG_000896
HGNC:10429	RPS6	ribosomal protein S6	S6		6194	ENSG00000137154	NM_001010
HGNC:1043	BGLAP	bone gamma-carboxyglutamate protein	OCN	X04143	632	ENSG00000242252	NM_199173
HGNC:10430	RPS6KA1	ribosomal protein S6 kinase A1	RSK, RSK1, HU-1, p90Rsk	BC014966	6195	ENSG00000117676	NM_002953
HGNC:10431	RPS6KA2	ribosomal protein S6 kinase A2	RSK, RSK3, HU-2	L07598	6196	ENSG00000071242	NM_021135
HGNC:10432	RPS6KA3	ribosomal protein S6 kinase A3	RSK, RSK2, HU-3	U08316	6197	ENSG00000177189	NM_004586
HGNC:10433	RPS6KA4	ribosomal protein S6 kinase A4	RSK-B, MSK2	AJ010119	8986	ENSG00000162302	NM_003942
HGNC:10434	RPS6KA5	ribosomal protein S6 kinase A5	MSK1, RLPK	AF074393	9252	ENSG00000100784	NM_004755
HGNC:10435	RPS6KA6	ribosomal protein S6 kinase A6	RSK4	AF184965	27330	ENSG00000072133	NM_014496
HGNC:10436	RPS6KB1	ribosomal protein S6 kinase B1	S6K1, p70(S6K)-alpha, PS6K	M60724	6198	ENSG00000108443	NM_003161
HGNC:10437	RPS6KB2	ribosomal protein S6 kinase B2	p70S6Kb, P70-BETA, STK14B, KLS	AB019245	6199	ENSG00000175634	NM_003952
HGNC:10438	RPS6KB3	ribosomal protein S6 kinase B3			6200		
HGNC:10439	RPS6KC1	ribosomal protein S6 kinase C1	humS6PKh1	AF037447	26750	ENSG00000136643	NM_012424
HGNC:1044	BGN	biglycan	DSPG1, SLRR1A	AK092954	633	ENSG00000182492	NM_001711
HGNC:10440	RPS7	ribosomal protein S7	S7, eS7		6201	ENSG00000171863	NM_001011
HGNC:10441	RPS8	ribosomal protein S8	S8	BC070875	6202	ENSG00000142937	NM_001012
HGNC:10442	RPS9	ribosomal protein S9	S9	U14971	6203	ENSG00000170889	NM_001013
HGNC:10443	RPS9P1	ribosomal protein S9 pseudogene 1			8410	ENSG00000214889	NG_003259
HGNC:10444	RPU1~withdrawn	symbol withdrawn, see SNRNP70					
HGNC:10445	CNOT9	CCR4-NOT transcription complex subunit 9	RCD1, RCD1+, CT129, CAF40	D87957	9125	ENSG00000144580	NM_005444
HGNC:10446	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	REM3, RAD	L24564	6236	ENSG00000166592	NM_004165
HGNC:10447	RRAS	RAS related	R-Ras		6237		NM_006270
HGNC:10448	RRBP1	ribosome binding protein 1	ES/130, hES	AB037819	6238	ENSG00000125844	NM_001042576
HGNC:10449	RREB1	ras responsive element binding protein 1	HNT	U26914	6239	ENSG00000124782	
HGNC:1045	BGP~withdrawn	symbol withdrawn, see CEACAM1					
HGNC:10450	RRH	retinal pigment epithelium-derived rhodopsin homolog	peropsin	AF012270	10692	ENSG00000180245	NM_006583
HGNC:10451	RRM1	ribonucleotide reductase catalytic subunit M1		X59543	6240	ENSG00000167325	NM_001033
HGNC:10452	RRM2	ribonucleotide reductase regulatory subunit M2			6241	ENSG00000171848	
HGNC:10453	RRM2P1~withdrawn	entry withdrawn					
HGNC:10454	RRM2P2	ribonucleotide reductase M2 polypeptide pseudogene 2			6244	ENSG00000236484	
HGNC:10455	RRM2P3	ribonucleotide reductase M2 polypeptide pseudogene 3			100420159	ENSG00000214018	NG_000870
HGNC:10456	RRM2P4	ribonucleotide reductase M2 polypeptide pseudogene 4			6246	ENSG00000235598	NG_000871
HGNC:10457	RS1	retinoschisin 1	XLRS1	AF014459	6247	ENSG00000102104	
HGNC:10458	RSC1A1	regulator of solute carriers 1	RS1	BN000122, X82877	6248	ENSG00000215695	NM_006511
HGNC:10459	RSE~withdrawn	symbol withdrawn, see TYRO3					
HGNC:1046	BHLHE40	basic helix-loop-helix family member e40	DEC1, bHLHe40, SHARP2, Clast5	AB004066	8553	ENSG00000134107	NM_003670
HGNC:10460	RSMD1~withdrawn	symbol withdrawn, see SELENON					
HGNC:10461	CLIP1	CAP-Gly domain containing linker protein 1	CYLN1, CLIP170, CLIP, CLIP-170		6249	ENSG00000130779	NM_002956
HGNC:10462	RSS	Russell Silver syndrome	SRS				
HGNC:10463	RSTS~withdrawn	symbol withdrawn, see CREBBP					
HGNC:10464	RSU1	Ras suppressor protein 1	RSP-1, FLJ31034	AK055596	6251	ENSG00000148484	NM_012425, NM_152724
HGNC:10465	RTA1C~withdrawn	symbol withdrawn, see ATP6V0A4					
HGNC:10466	RTKN	rhotekin	B5	AF049227	6242	ENSG00000114993	NM_001015055
HGNC:10467	RTN1	reticulon 1		L10333	6252	ENSG00000139970	
HGNC:10468	RTN2	reticulon 2	NSP2, NSPL1	AF038540	6253	ENSG00000125744	NM_005619
HGNC:10469	RTN3	reticulon 3	NSPL2, NSPLII, ASYIP, HAP, RTN3-A1	AF059524	10313	ENSG00000133318	NM_006054
HGNC:1047	BHMT	betaine--homocysteine S-methyltransferase	BHMT1	BC012616	635	ENSG00000145692	NM_001713
HGNC:10470	RTT~withdrawn	symbol withdrawn, see MECP2					
HGNC:10471	RUNX1	runt related transcription factor 1	PEBP2A2, AMLCR1	X79549	861	ENSG00000159216	
HGNC:10472	RUNX2	runt related transcription factor 2	AML3, PEBP2A1, PEBP2aA1	AF001450	860	ENSG00000124813	NM_004348
HGNC:10473	RUNX3	runt related transcription factor 3	AML2, PEBP2A3	BC013362	864	ENSG00000020633	NM_004350
HGNC:10474	RUVBL1	RuvB like AAA ATPase 1	TIP49, NMP238, RVB1, TIP49a, Pontin52, ECP54, TIH1, Rvb1, INO80H	AF070735	8607	ENSG00000175792	
HGNC:10475	RUVBL2	RuvB like AAA ATPase 2	RVB2, TIP48, TIP49b, Reptin52, ECP51, TIH2, INO80J, Rvb2	AF155138	10856	ENSG00000183207	
HGNC:10476	RVNP2~withdrawn	entry withdrawn					
HGNC:10477	RXRA	retinoid X receptor alpha	NR2B1	X52773	6256	ENSG00000186350	NM_002957
