DrugID	Name	Action	TargetID	UniProt	Target
DB00081	Tositumomab		BE0002097	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A
DB00081	Tositumomab		BE0000710	P12314	High affinity immunoglobulin gamma Fc receptor I
DB00081	Tositumomab		BE0002098	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a
DB00081	Tositumomab		BE0002099	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b
DB00081	Tositumomab		BE0002100	P31995	Low affinity immunoglobulin gamma Fc region receptor II-c
DB00082	Pegvisomant	antagonist	BE0000075	P10912	Growth hormone receptor
DB00083	Botulinum Toxin Type A	inhibitor	BE0000390	P60880	Synaptosomal-associated protein 25
DB00083	Botulinum Toxin Type A		BE0003572	P62745	Rho-related GTP-binding protein RhoB
DB00085	Pancrelipase	cleavage	BE0004834		Dietary fat
DB00085	Pancrelipase	cleavage	BE0004835		Dietary protein
DB00085	Pancrelipase	cleavage	BE0004836		Dietary starch
DB00086	Streptokinase	activator	BE0000211	P00747	Plasminogen
DB00086	Streptokinase	cleavage	BE0000928	P25116	Proteinase-activated receptor 1
DB00087	Alemtuzumab	antibody	BE0000083	P31358	CAMPATH-1 antigen
DB00087	Alemtuzumab		BE0000901	O75015	Low affinity immunoglobulin gamma Fc region receptor III-B
DB00087	Alemtuzumab		BE0002093	P00736	Complement C1r subcomponent
DB00087	Alemtuzumab		BE0002094	P02745	Complement C1q subcomponent subunit A
DB00087	Alemtuzumab		BE0002095	P02746	Complement C1q subcomponent subunit B
DB00087	Alemtuzumab		BE0002096	P02747	Complement C1q subcomponent subunit C
DB00087	Alemtuzumab		BE0002097	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A
DB00087	Alemtuzumab		BE0000710	P12314	High affinity immunoglobulin gamma Fc receptor I
DB00087	Alemtuzumab		BE0002098	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a
DB00087	Alemtuzumab		BE0002099	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b
DB00087	Alemtuzumab		BE0002100	P31995	Low affinity immunoglobulin gamma Fc region receptor II-c
DB00088	Alglucerase	other/unknown	BE0004806		Glucocerebroside
DB00089	Capromab pendetide	other/unknown	BE0000568	Q04609	Glutamate carboxypeptidase 2
DB00090	Laronidase	other/unknown	BE0004822		Iduronic acid
DB00091	Cyclosporine	binder	BE0000379	P49069	Calcium signal-modulating cyclophilin ligand
DB00091	Cyclosporine	inhibitor	BE0002143	Q96LZ3	Calcineurin subunit B type 2
DB00091	Cyclosporine		BE0001014	P62937	Peptidyl-prolyl cis-trans isomerase A
DB00091	Cyclosporine	binder	BE0001399	P30405	Peptidyl-prolyl cis-trans isomerase F, mitochondrial
DB00092	Alefacept	inhibitor	BE0000719	P06729	T-cell surface antigen CD2
DB00092	Alefacept		BE0002093	P00736	Complement C1r subcomponent
DB00092	Alefacept		BE0002094	P02745	Complement C1q subcomponent subunit A
DB00092	Alefacept		BE0002095	P02746	Complement C1q subcomponent subunit B
DB00092	Alefacept		BE0002096	P02747	Complement C1q subcomponent subunit C
DB00092	Alefacept		BE0002097	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A
DB00092	Alefacept		BE0000710	P12314	High affinity immunoglobulin gamma Fc receptor I
DB00092	Alefacept		BE0002098	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a
DB00092	Alefacept		BE0002099	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b
DB00092	Alefacept		BE0002100	P31995	Low affinity immunoglobulin gamma Fc region receptor II-c
DB00092	Alefacept		BE0000901	O75015	Low affinity immunoglobulin gamma Fc region receptor III-B
DB00093	Felypressin	agonist	BE0000165	P37288	Vasopressin V1a receptor
DB00094	Urofollitropin	agonist	BE0000387	P23945	Follicle-stimulating hormone receptor
DB00095	Efalizumab	antibody	BE0000516	P20701	Integrin alpha-L
DB00095	Efalizumab		BE0000901	O75015	Low affinity immunoglobulin gamma Fc region receptor III-B
DB00095	Efalizumab		BE0002093	P00736	Complement C1r subcomponent
DB00095	Efalizumab		BE0002094	P02745	Complement C1q subcomponent subunit A
DB00095	Efalizumab		BE0002095	P02746	Complement C1q subcomponent subunit B
DB00095	Efalizumab		BE0002096	P02747	Complement C1q subcomponent subunit C
DB00095	Efalizumab		BE0002097	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A
DB00095	Efalizumab		BE0000710	P12314	High affinity immunoglobulin gamma Fc receptor I
DB00095	Efalizumab		BE0002098	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a
DB00095	Efalizumab		BE0002099	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b
DB00095	Efalizumab		BE0002100	P31995	Low affinity immunoglobulin gamma Fc region receptor II-c
DB00097	Choriogonadotropin alfa		BE0000134	P22888	Lutropin-choriogonadotropic hormone receptor
DB00097	Choriogonadotropin alfa	binder	BE0000387	P23945	Follicle-stimulating hormone receptor
DB00098	Antithymocyte immunoglobulin (rabbit)	inhibitor	BE0000598	P06126	T-cell surface glycoprotein CD1a
DB00098	Antithymocyte immunoglobulin (rabbit)	antagonist	BE0003573	Q95460	Major histocompatibility complex class I-related gene protein
DB00098	Antithymocyte immunoglobulin (rabbit)		BE0000516	P20701	Integrin alpha-L
DB00098	Antithymocyte immunoglobulin (rabbit)		BE0000846	P42081	T-lymphocyte activation antigen CD86
DB00098	Antithymocyte immunoglobulin (rabbit)		BE0002099	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b
DB00098	Antithymocyte immunoglobulin (rabbit)		BE0003488	P01730	T-cell surface glycoprotein CD4
DB00098	Antithymocyte immunoglobulin (rabbit)		BE0003575	P05556	Integrin beta-1
DB00098	Antithymocyte immunoglobulin (rabbit)		BE0003576	P06756	Integrin alpha-V
DB00098	Antithymocyte immunoglobulin (rabbit)		BE0001155	P05106	Integrin beta-3
DB00099	Filgrastim	stimulator	BE0000793	Q99062	Granulocyte colony-stimulating factor receptor
DB00099	Filgrastim	other/unknown	BE0000394	P08246	Neutrophil elastase
DB00100	Coagulation Factor IX (Recombinant)	activator	BE0000216	P00742	Coagulation factor X
DB00100	Coagulation Factor IX (Recombinant)	ligand	BE0001021	P03951	Coagulation factor XI
DB00100	Coagulation Factor IX (Recombinant)	ligand	BE0000333	P08709	Coagulation factor VII
DB00100	Coagulation Factor IX (Recombinant)	cofactor	BE0000016	P00451	Coagulation factor VIII
DB00100	Coagulation Factor IX (Recombinant)		BE0000048	P00734	Prothrombin
DB00100	Coagulation Factor IX (Recombinant)		BE0002110	Q07954	Prolow-density lipoprotein receptor-related protein 1
DB00100	Coagulation Factor IX (Recombinant)		BE0000403	P38435	Vitamin K-dependent gamma-carboxylase
DB00102	Becaplermin		BE0000205	P09619	Platelet-derived growth factor receptor beta
DB00102	Becaplermin		BE0000852	P16234	Platelet-derived growth factor receptor alpha
DB00102	Becaplermin		BE0000910	P01023	Alpha-2-macroglobulin
DB00103	Agalsidase beta	ligand	BE0004830		Globotriaosylceramide
DB00104	Octreotide		BE0000452	P30872	Somatostatin receptor type 1
DB00104	Octreotide		BE0002147	P35346	Somatostatin receptor type 5
DB00104	Octreotide	binder	BE0003528	P30874	Somatostatin receptor type 2
DB00105	Interferon Alfa-2b, Recombinant	binder	BE0000385	P48551	Interferon alpha/beta receptor 2
DB00105	Interferon Alfa-2b, Recombinant	binder	BE0000661	P17181	Interferon alpha/beta receptor 1
DB00106	Abarelix	antagonist	BE0000203	P30968	Gonadotropin-releasing hormone receptor
DB00107	Oxytocin	agonist	BE0000844	P30559	Oxytocin receptor
DB00107	Oxytocin	binder	BE0000751	P01178	Oxytocin-neurophysin 1
DB00108	Natalizumab	antibody	BE0000590	P13612	Integrin alpha-4
DB00108	Natalizumab		BE0000901	O75015	Low affinity immunoglobulin gamma Fc region receptor III-B
DB00108	Natalizumab		BE0002093	P00736	Complement C1r subcomponent
DB00108	Natalizumab		BE0002094	P02745	Complement C1q subcomponent subunit A
DB00108	Natalizumab		BE0002095	P02746	Complement C1q subcomponent subunit B
DB00108	Natalizumab		BE0002096	P02747	Complement C1q subcomponent subunit C
DB00108	Natalizumab		BE0002097	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A
DB00108	Natalizumab		BE0000710	P12314	High affinity immunoglobulin gamma Fc receptor I
DB00108	Natalizumab		BE0002098	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a
DB00108	Natalizumab		BE0002099	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b
DB00108	Natalizumab		BE0002100	P31995	Low affinity immunoglobulin gamma Fc region receptor II-c
DB00108	Natalizumab		BE0001085	P05362	Intercellular adhesion molecule 1
DB00109	Enfuvirtide		BE0000398	Q53I07	Envelope glycoprotein
DB00110	Palivizumab		BE0000686	P13843	Fusion glycoprotein F0
DB00110	Palivizumab		BE0000901	O75015	Low affinity immunoglobulin gamma Fc region receptor III-B
DB00110	Palivizumab		BE0002093	P00736	Complement C1r subcomponent
DB00110	Palivizumab		BE0002094	P02745	Complement C1q subcomponent subunit A
DB00110	Palivizumab		BE0002095	P02746	Complement C1q subcomponent subunit B
DB00110	Palivizumab		BE0002096	P02747	Complement C1q subcomponent subunit C
DB00110	Palivizumab		BE0002097	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A
DB00110	Palivizumab		BE0000710	P12314	High affinity immunoglobulin gamma Fc receptor I
DB00110	Palivizumab		BE0002098	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a
DB00110	Palivizumab		BE0002099	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b
DB00110	Palivizumab		BE0002100	P31995	Low affinity immunoglobulin gamma Fc region receptor II-c
DB00111	Daclizumab	antibody	BE0000658	P01589	Interleukin-2 receptor subunit alpha
DB00111	Daclizumab	antibody	BE0000651	P14784	Interleukin-2 receptor subunit beta
DB00111	Daclizumab		BE0000901	O75015	Low affinity immunoglobulin gamma Fc region receptor III-B
DB00111	Daclizumab		BE0002093	P00736	Complement C1r subcomponent
DB00111	Daclizumab		BE0002094	P02745	Complement C1q subcomponent subunit A
DB00111	Daclizumab		BE0002095	P02746	Complement C1q subcomponent subunit B
DB00111	Daclizumab		BE0002096	P02747	Complement C1q subcomponent subunit C
DB00111	Daclizumab		BE0002097	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A
DB00111	Daclizumab		BE0000710	P12314	High affinity immunoglobulin gamma Fc receptor I
DB00111	Daclizumab		BE0002098	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a
DB00111	Daclizumab		BE0002099	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b
DB00111	Daclizumab		BE0002100	P31995	Low affinity immunoglobulin gamma Fc region receptor II-c
DB00112	Bevacizumab		BE0000163	P15692	Vascular endothelial growth factor A
DB00112	Bevacizumab		BE0000901	O75015	Low affinity immunoglobulin gamma Fc region receptor III-B
DB00112	Bevacizumab		BE0002093	P00736	Complement C1r subcomponent
DB00112	Bevacizumab		BE0002094	P02745	Complement C1q subcomponent subunit A
DB00112	Bevacizumab		BE0002095	P02746	Complement C1q subcomponent subunit B
DB00112	Bevacizumab		BE0002096	P02747	Complement C1q subcomponent subunit C
DB00112	Bevacizumab		BE0002097	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A
DB00112	Bevacizumab		BE0000710	P12314	High affinity immunoglobulin gamma Fc receptor I
DB00112	Bevacizumab		BE0002098	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a
DB00112	Bevacizumab		BE0002099	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b
DB00112	Bevacizumab		BE0002100	P31995	Low affinity immunoglobulin gamma Fc region receptor II-c
DB00113	Technetium Tc-99m arcitumomab	other/unknown	BE0000107	P13688	Carcinoembryonic antigen-related cell adhesion molecule 1
DB00114	Pyridoxal Phosphate	cofactor	BE0000102	Q9BYV1	Alanine--glyoxylate aminotransferase 2, mitochondrial
DB00114	Pyridoxal Phosphate	cofactor	BE0000378	Q99259	Glutamate decarboxylase 1
DB00114	Pyridoxal Phosphate	cofactor	BE0000323	P35520	Cystathionine beta-synthase
DB00114	Pyridoxal Phosphate	cofactor	BE0000392	Q16719	Kynureninase
DB00114	Pyridoxal Phosphate	cofactor	BE0000331	P34896	Serine hydroxymethyltransferase, cytosolic
DB00114	Pyridoxal Phosphate	cofactor	BE0000151	Q9Y697	Cysteine desulfurase, mitochondrial
DB00114	Pyridoxal Phosphate	activator	BE0000529	P17174	Aspartate aminotransferase, cytoplasmic
DB00114	Pyridoxal Phosphate	cofactor	BE0000424	P04181	Ornithine aminotransferase, mitochondrial
DB00114	Pyridoxal Phosphate	cofactor	BE0000404	P11926	Ornithine decarboxylase
DB00114	Pyridoxal Phosphate	cofactor	BE0000727	Q8N5Z0	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial
DB00114	Pyridoxal Phosphate	inhibitor	BE0000253	P80404	4-aminobutyrate aminotransferase, mitochondrial
DB00114	Pyridoxal Phosphate	cofactor	BE0000181	Q9NVS9	Pyridoxine-5'-phosphate oxidase
DB00114	Pyridoxal Phosphate	cofactor	BE0000778	O95470	Sphingosine-1-phosphate lyase 1
DB00114	Pyridoxal Phosphate	cofactor	BE0000692	P17735	Tyrosine aminotransferase
DB00114	Pyridoxal Phosphate	cofactor	BE0000273	Q16773	Kynurenine--oxoglutarate transaminase 1
DB00114	Pyridoxal Phosphate	cofactor	BE0000482	Q8IYQ7	Threonine synthase-like 1
DB00114	Pyridoxal Phosphate	cofactor	BE0000007	P06737	Glycogen phosphorylase, liver form
DB00114	Pyridoxal Phosphate	cofactor	BE0000660	O15270	Serine palmitoyltransferase 2
DB00114	Pyridoxal Phosphate	cofactor	BE0000079	Q9Y600	Cysteine sulfinic acid decarboxylase
DB00114	Pyridoxal Phosphate	cofactor	BE0000002	P19113	Histidine decarboxylase
DB00114	Pyridoxal Phosphate	cofactor	BE0000448	Q96A70	Arginine decarboxylase
DB00114	Pyridoxal Phosphate	cofactor	BE0000164	P20132	L-serine dehydratase/L-threonine deaminase
DB00114	Pyridoxal Phosphate	cofactor	BE0000518	O75600	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial
DB00114	Pyridoxal Phosphate	cofactor	BE0000618	P23378	Glycine dehydrogenase [decarboxylating], mitochondrial
DB00114	Pyridoxal Phosphate	cofactor	BE0000667	P24298	Alanine aminotransferase 1
DB00114	Pyridoxal Phosphate	cofactor	BE0000603	Q9Y617	Phosphoserine aminotransferase
DB00114	Pyridoxal Phosphate	cofactor	BE0000409	P13196	5-aminolevulinate synthase, nonspecific, mitochondrial
DB00114	Pyridoxal Phosphate	cofactor	BE0000316	P21549	Serine--pyruvate aminotransferase
DB00114	Pyridoxal Phosphate	cofactor	BE0000278	Q96GD0	Pyridoxal phosphate phosphatase
DB00114	Pyridoxal Phosphate	cofactor	BE0000441	O15269	Serine palmitoyltransferase 1
DB00114	Pyridoxal Phosphate	cofactor	BE0000791	P32929	Cystathionine gamma-lyase
DB00114	Pyridoxal Phosphate	cofactor	BE0000517	P54687	Branched-chain-amino-acid aminotransferase, cytosolic
DB00114	Pyridoxal Phosphate	cofactor	BE0000721	O15382	Branched-chain-amino-acid aminotransferase, mitochondrial
DB00114	Pyridoxal Phosphate	cofactor	BE0002149	O94903	Proline synthase co-transcribed bacterial homolog protein
DB00114	Pyridoxal Phosphate	cofactor	BE0000822	O95954	Formimidoyltransferase-cyclodeaminase
DB00114	Pyridoxal Phosphate	cofactor	BE0000383	P00505	Aspartate aminotransferase, mitochondrial
DB00114	Pyridoxal Phosphate	cofactor	BE0002150	P11216	Glycogen phosphorylase, brain form
DB00114	Pyridoxal Phosphate	cofactor	BE0000916	P11217	Glycogen phosphorylase, muscle form
DB00114	Pyridoxal Phosphate	cofactor	BE0002151	P20711	Aromatic-L-amino-acid decarboxylase
DB00114	Pyridoxal Phosphate	cofactor	BE0002152	Q2TU84	Aspartate aminotransferase
DB00114	Pyridoxal Phosphate	cofactor	BE0002153	Q99259	GAD1 protein
DB00114	Pyridoxal Phosphate	cofactor	BE0002154	Q53ET4	Serine hydroxymethyltransferase
DB00114	Pyridoxal Phosphate	cofactor	BE0002155	Q59FK2	Selenocysteine lyase variant
DB00114	Pyridoxal Phosphate	cofactor	BE0002156	Q59GM9	Phosphorylase
DB00114	Pyridoxal Phosphate	cofactor	BE0002157	Q59HE2	Ornithine aminotransferase variant
DB00114	Pyridoxal Phosphate	cofactor	BE0002158	Q5JAM2	5-aminolevulinate synthase
DB00114	Pyridoxal Phosphate	cofactor	BE0002159	Q5VZ30	Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)
DB00114	Pyridoxal Phosphate	cofactor	BE0002160	Q6IBS8	DDC protein
DB00114	Pyridoxal Phosphate	cofactor	BE0002161	Q6P996	Pyridoxal-dependent decarboxylase domain-containing protein 1
DB00114	Pyridoxal Phosphate	cofactor	BE0002162	Q6YP21	Kynurenine--oxoglutarate transaminase 3
DB00114	Pyridoxal Phosphate	cofactor	BE0002163	Q6ZQY3	Glutamate decarboxylase-like protein 1
DB00114	Pyridoxal Phosphate	cofactor	BE0004605	Q96I15	Selenocysteine lyase
DB00114	Pyridoxal Phosphate	cofactor	BE0004612	Q6WRI0	Immunoglobulin superfamily member 10
DB00114	Pyridoxal Phosphate	cofactor	BE0002164	Q8IUZ5	5-phosphohydroxy-L-lysine phospho-lyase
DB00114	Pyridoxal Phosphate	cofactor	BE0002165	Q8IVA8	Glutamate decarboxylase 1 (Brain, 67kDa)
DB00114	Pyridoxal Phosphate	cofactor	BE0000292	P34897	Serine hydroxymethyltransferase, mitochondrial
DB00114	Pyridoxal Phosphate	cofactor	BE0000898	P22557	5-aminolevulinate synthase, erythroid-specific, mitochondrial
DB00114	Pyridoxal Phosphate	cofactor	BE0002166	Q8TD30	Alanine aminotransferase 2
DB00114	Pyridoxal Phosphate	cofactor	BE0002167	Q96EN8	Molybdenum cofactor sulfurase
DB00114	Pyridoxal Phosphate	cofactor	BE0002168	Q96GA7	Serine dehydratase-like
DB00114	Pyridoxal Phosphate	cofactor	BE0002169	Q96JQ3	P-selectin cytoplasmic tail-associated protein (PCAP)
DB00114	Pyridoxal Phosphate	cofactor	BE0002170	Q9BXA1	Hepatic peroxysomal alanine:glyoxylate aminotransferase
DB00114	Pyridoxal Phosphate	cofactor	BE0000388	Q9GZT4	Serine racemase
DB00114	Pyridoxal Phosphate	cofactor	BE0002171	Q9HD40	O-phosphoseryl-tRNA(Sec) selenium transferase
DB00114	Pyridoxal Phosphate	cofactor	BE0002172	Q9NUV7	Serine palmitoyltransferase 3
DB00114	Pyridoxal Phosphate	cofactor	BE0002173	Q9UGI5	Glutamic acid decarboxylase
DB00114	Pyridoxal Phosphate	cofactor	BE0002174	Q9UJX1	Alanine-glyoxylate aminotransferase homolog
DB00115	Cyanocobalamin	cofactor	BE0000734	Q99707	Methionine synthase
DB00115	Cyanocobalamin	cofactor	BE0000777	P22033	Methylmalonyl-CoA mutase, mitochondrial
DB00115	Cyanocobalamin	cofactor	BE0000763	Q9UBK8	Methionine synthase reductase
DB00115	Cyanocobalamin	cofactor	BE0000320	Q8IVH4	Methylmalonic aciduria type A protein, mitochondrial
DB00115	Cyanocobalamin	cofactor	BE0002175	Q9Y4U1	Methylmalonic aciduria and homocystinuria type C protein
DB00115	Cyanocobalamin	cofactor	BE0002176	P42898	Methylenetetrahydrofolate reductase
DB00116	Tetrahydrofolic acid	cofactor	BE0000617	P11586	C-1-tetrahydrofolate synthase, cytoplasmic
DB00116	Tetrahydrofolic acid	cofactor	BE0000268	P13995	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial
DB00116	Tetrahydrofolic acid	cofactor	BE0000010	P48728	Aminomethyltransferase, mitochondrial
