Symbol	GOID	GOTerm	qualifier	CLID	name
CLASP2	GO:0072659	protein localization to plasma membrane	occurs_in	CL:0000352	epiblast cell
CLASP2	GO:0090091	positive regulation of extracellular matrix disassembly	occurs_in	CL:0000066	epithelial cell
OBSL1	GO:0007030	Golgi organization	occurs_in	CL:0001031	cerebellar granule cell
OBSL1	GO:0050775	positive regulation of dendrite morphogenesis	occurs_in	CL:0001031	cerebellar granule cell
DNAJC13	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
SEMA7A	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
H2AFY	GO:0019216	regulation of lipid metabolic process	occurs_in	CL:0000182	hepatocyte
PEX14	GO:0036250	peroxisome transport along microtubule	occurs_in	CL:0000057	fibroblast
ERN1	GO:0005515	protein binding	occurs_in	CL:0000169	type B pancreatic cell
ERN1	GO:0005515	protein binding	occurs_in	CL:0000169	type B pancreatic cell
FOXH1	GO:0035326	enhancer binding	part_of	CL:0002322	embryonic stem cell
FOXH1	GO:0043425	bHLH transcription factor binding	occurs_in	CL:0002322	embryonic stem cell
FOXH1	GO:0043425	bHLH transcription factor binding	occurs_in	CL:0002322	embryonic stem cell
FOXH1	GO:0046332	SMAD binding	occurs_in	CL:0002322	embryonic stem cell
SNRNP200	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
OFD1	GO:0005515	protein binding	part_of	CL:0002586	retinal pigment epithelial cell
FLOT1	GO:0001765	membrane raft assembly	occurs_in	CL:0002618	endothelial cell of umbilical vein
FLOT1	GO:0001819	positive regulation of cytokine production	occurs_in	CL:0000115	endothelial cell
FLOT1	GO:0001934	positive regulation of protein phosphorylation	occurs_in	CL:0000115	endothelial cell
FLOT1	GO:0032728	positive regulation of interferon-beta production	occurs_in	CL:0000115	endothelial cell
FLOT1	GO:0033227	dsRNA transport	occurs_in	CL:0000115	endothelial cell
FLOT1	GO:0034116	positive regulation of heterotypic cell-cell adhesion	occurs_in	CL:0000842	mononuclear cell
FLOT1	GO:0034116	positive regulation of heterotypic cell-cell adhesion	has_agent	CL:0002618	endothelial cell of umbilical vein
FLOT1	GO:0034141	positive regulation of toll-like receptor 3 signaling pathway	occurs_in	CL:0000115	endothelial cell
FLOT1	GO:0034976	response to endoplasmic reticulum stress	occurs_in	CL:0002618	endothelial cell of umbilical vein
FLOT1	GO:0060355	positive regulation of cell adhesion molecule production	occurs_in	CL:0000115	endothelial cell
FLOT1	GO:0071360	cellular response to exogenous dsRNA	occurs_in	CL:0000115	endothelial cell
FLOT1	GO:1903044	protein localization to membrane raft	occurs_in	CL:0002618	endothelial cell of umbilical vein
FLOT1	GO:2000049	positive regulation of cell-cell adhesion mediated by cadherin	occurs_in	CL:0000066	epithelial cell
RSL1D1	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
FGF18	GO:0043406	positive regulation of MAP kinase activity	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF18	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0002618	endothelial cell of umbilical vein
FGF18	GO:2000546	positive regulation of endothelial cell chemotaxis to fibroblast growth factor	occurs_in	CL:0002618	endothelial cell of umbilical vein
DDAH1	GO:0006527	arginine catabolic process	occurs_in	CL:1001568	pulmonary artery endothelial cell
DDAH1	GO:0008285	negative regulation of cell proliferation	regulates_o_occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
DDAH1	GO:0043116	negative regulation of vascular permeability	occurs_in	CL:1001568	pulmonary artery endothelial cell
DDAH1	GO:1900038	negative regulation of cellular response to hypoxia	occurs_in	CL:1001568	pulmonary artery endothelial cell
UFL1	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
DKK1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:0043507	positive regulation of JUN kinase activity	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
DKK1	GO:1901216	positive regulation of neuron death	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
S1PR2	GO:0001664	G-protein coupled receptor binding	occurs_in	CL:0000115	endothelial cell
S1PR2	GO:0001664	G-protein coupled receptor binding	occurs_in	CL:0000115	endothelial cell
S1PR2	GO:0005178	integrin binding	occurs_in	CL:0000115	endothelial cell
S1PR2	GO:0005178	integrin binding	occurs_in	CL:0000115	endothelial cell
S1PR2	GO:1903142	positive regulation of establishment of endothelial barrier	occurs_in	CL:0000115	endothelial cell
S1PR2	GO:1903142	positive regulation of establishment of endothelial barrier	occurs_in	CL:0000115	endothelial cell
MFN2	GO:0061734	parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization	occurs_in	CL:0000746	cardiac muscle cell
SCEL	GO:0009612	response to mechanical stimulus	occurs_in	CL:0000359	vascular associated smooth muscle cell
RASGRP1	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	occurs_in	CL:0000623	natural killer cell
RASGRP1	GO:0032760	positive regulation of tumor necrosis factor production	occurs_in	CL:0000623	natural killer cell
RASGRP1	GO:0046330	positive regulation of JNK cascade	occurs_in	CL:0000623	natural killer cell
RASGRP1	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0000623	natural killer cell
RASGRP1	GO:1902715	positive regulation of interferon-gamma secretion	occurs_in	CL:0000623	natural killer cell
RASAL1	GO:1903861	positive regulation of dendrite extension	occurs_in	CL:0000148	melanocyte
RAPGEF3	GO:0034242	negative regulation of syncytium formation by plasma membrane fusion	occurs_in	CL:0002577	placental epithelial cell
RAPGEF3	GO:0060143	positive regulation of syncytium formation by plasma membrane fusion	occurs_in	CL:0002577	placental epithelial cell
ABCA1	GO:0010875	positive regulation of cholesterol efflux	occurs_in	CL:0000517	macrophage derived foam cell
PCNT	GO:0007052	mitotic spindle organization	occurs_in	CL:0000057	fibroblast
RAB3D	GO:0045453	bone resorption	occurs_in	CL:0000092	osteoclast
RAB3D	GO:1903307	positive regulation of regulated secretory pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
CPNE6	GO:1903861	positive regulation of dendrite extension	occurs_in	CL:0000148	melanocyte
FGF19	GO:0010629	negative regulation of gene expression	occurs_in	CL:0000182	hepatocyte
FGF19	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0000182	hepatocyte
RECK	GO:1904684	negative regulation of metalloendopeptidase activity	occurs_in	CL:0002544	aortic endothelial cell
BCL10	GO:0032094	response to food	occurs_in	CL:0011108	colon epithelial cell
DHFR	GO:0006729	tetrahydrobiopterin biosynthetic process	occurs_in	CL:0000115	endothelial cell
ABL1	GO:0004672	protein kinase activity	occurs_in	CL:0000115	endothelial cell
ABL1	GO:0006468	protein phosphorylation	occurs_in	CL:0000115	endothelial cell
ABL1	GO:0038191	neuropilin binding	occurs_in	CL:0000115	endothelial cell
ABL1	GO:0046875	ephrin receptor binding	occurs_in	CL:0002608	hippocampal neuron
ABL1	GO:1905244	regulation of modification of synaptic structure	regulates_o_occurs_in	CL:0002608	hippocampal neuron
ABL1	GO:1905244	regulation of modification of synaptic structure	regulates_o_occurs_in	CL:0002608	hippocampal neuron
EGFR	GO:1905208	negative regulation of cardiocyte differentiation	occurs_in	CL:0000134	mesenchymal stem cell
PGK1	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
ASS1	GO:0000052	citrulline metabolic process	occurs_in	CL:0000057	fibroblast
ASS1	GO:0000053	argininosuccinate metabolic process	occurs_in	CL:0000057	fibroblast
ASS1	GO:0004055	argininosuccinate synthase activity	occurs_in	CL:0000057	fibroblast
ASS1	GO:0006531	aspartate metabolic process	occurs_in	CL:0000057	fibroblast
ASS1	GO:0045429	positive regulation of nitric oxide biosynthetic process	occurs_in	CL:0002544	aortic endothelial cell
ASS1	GO:0071499	cellular response to laminar fluid shear stress	occurs_in	CL:0002544	aortic endothelial cell
ASS1	GO:1903038	negative regulation of leukocyte cell-cell adhesion	occurs_in	CL:0002544	aortic endothelial cell
C3	GO:0006911	phagocytosis, engulfment	occurs_in	CL:0000129	microglial cell
C3	GO:0097242	amyloid-beta clearance	occurs_in	CL:0000129	microglial cell
C3	GO:0097242	amyloid-beta clearance	occurs_in	CL:0000129	microglial cell
FOS	GO:1901216	positive regulation of neuron death	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
MYC	GO:0007050	cell cycle arrest	occurs_in	CL:0002620	skin fibroblast
MYC	GO:0010628	positive regulation of gene expression	occurs_in	CL:0010021	cardiac myoblast
MYC	GO:0010628	positive regulation of gene expression	occurs_in	CL:0010021	cardiac myoblast
MYC	GO:0051782	negative regulation of cell division	occurs_in	CL:0002620	skin fibroblast
MYC	GO:0070371	ERK1 and ERK2 cascade	occurs_in	CL:0010021	cardiac myoblast
MYC	GO:0071456	cellular response to hypoxia	occurs_in	CL:0010021	cardiac myoblast
PDGFB	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000575	corneal epithelial cell
PDGFB	GO:0048008	platelet-derived growth factor receptor signaling pathway	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
PDGFB	GO:0070528	protein kinase C signaling	occurs_in	CL:0000575	corneal epithelial cell
PDGFB	GO:1900127	positive regulation of hyaluronan biosynthetic process	occurs_in	CL:0002620	skin fibroblast
PDGFB	GO:1900127	positive regulation of hyaluronan biosynthetic process	occurs_in	CL:0000312	keratinocyte
PDGFB	GO:1902894	negative regulation of pri-miRNA transcription from RNA polymerase II promoter	occurs_in	CL:0000359	vascular associated smooth muscle cell
PDGFB	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
PDGFB	GO:1904707	positive regulation of vascular smooth muscle cell proliferation	results_in_division_of	CL:0002591	smooth muscle cell of the pulmonary artery
PDGFB	GO:1904754	positive regulation of vascular associated smooth muscle cell migration	results_in_movement_of	CL:0002591	smooth muscle cell of the pulmonary artery
PDGFB	GO:1905064	negative regulation of vascular smooth muscle cell differentiation	regulates_o_results_in_acquisition_of_features_of	CL:0002591	smooth muscle cell of the pulmonary artery
PDGFB	GO:1905176	positive regulation of vascular smooth muscle cell dedifferentiation	regulates_o_results_in_acquisition_of_features_of	CL:0002591	smooth muscle cell of the pulmonary artery
LDLR	GO:0010986	positive regulation of lipoprotein particle clearance	occurs_in	CL:0000127	astrocyte
LDLR	GO:0045807	positive regulation of endocytosis	occurs_in	CL:0000127	astrocyte
LDLR	GO:0045807	positive regulation of endocytosis	occurs_in	CL:0000127	astrocyte
LDLR	GO:0051248	negative regulation of protein metabolic process	occurs_in	CL:0000540	neuron
LDLR	GO:0097242	amyloid-beta clearance	occurs_in	CL:0000127	astrocyte
LDLR	GO:1900223	positive regulation of amyloid-beta clearance	occurs_in	CL:0000127	astrocyte
LDLR	GO:1900223	positive regulation of amyloid-beta clearance	occurs_in	CL:0000127	astrocyte
LDLR	GO:1905167	positive regulation of lysosomal protein catabolic process	occurs_in	CL:0000127	astrocyte
EGF	GO:1900127	positive regulation of hyaluronan biosynthetic process	occurs_in	CL:0002620	skin fibroblast
TGFB1	GO:0000165	MAPK cascade	occurs_in	CL:1000742	glomerular mesangial cell
TGFB1	GO:0005515	protein binding	occurs_in	CL:0000057	fibroblast
TGFB1	GO:0006954	inflammatory response	occurs_in	CL:1000742	glomerular mesangial cell
TGFB1	GO:0010575	positive regulation of vascular endothelial growth factor production	occurs_in	CL:0002544	aortic endothelial cell
TGFB1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000122	stellate neuron
TGFB1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002548	fibroblast of cardiac tissue
TGFB1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002548	fibroblast of cardiac tissue
TGFB1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002548	fibroblast of cardiac tissue
TGFB1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002591	smooth muscle cell of the pulmonary artery
TGFB1	GO:0010629	negative regulation of gene expression	occurs_in	CL:0000122	stellate neuron
TGFB1	GO:0010629	negative regulation of gene expression	occurs_in	CL:0002306	epithelial cell of proximal tubule
TGFB1	GO:0010629	negative regulation of gene expression	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0010629	negative regulation of gene expression	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0010629	negative regulation of gene expression	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0010629	negative regulation of gene expression	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0010716	negative regulation of extracellular matrix disassembly	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0031663	lipopolysaccharide-mediated signaling pathway	occurs_in	CL:1000742	glomerular mesangial cell
TGFB1	GO:0032967	positive regulation of collagen biosynthetic process	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0032967	positive regulation of collagen biosynthetic process	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0043117	positive regulation of vascular permeability	acts_on_population_of	CL:0002585	retinal blood vessel endothelial cell
TGFB1	GO:0043117	positive regulation of vascular permeability	acts_on_population_of	CL:1001602	cerebral cortex endothelial cell
TGFB1	GO:0043491	protein kinase B signaling	occurs_in	CL:1000742	glomerular mesangial cell
TGFB1	GO:0050680	negative regulation of epithelial cell proliferation	occurs_in	CL:0000575	corneal epithelial cell
TGFB1	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	occurs_in	CL:1001602	cerebral cortex endothelial cell
TGFB1	GO:0060965	negative regulation of gene silencing by miRNA	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0060965	negative regulation of gene silencing by miRNA	occurs_in	CL:0002547	fibroblast of the aortic adventitia
TGFB1	GO:0060965	negative regulation of gene silencing by miRNA	occurs_in	CL:0002539	aortic smooth muscle cell
TGFB1	GO:0060965	negative regulation of gene silencing by miRNA	occurs_in	CL:0002539	aortic smooth muscle cell
TGFB1	GO:0060965	negative regulation of gene silencing by miRNA	occurs_in	CL:0002539	aortic smooth muscle cell
