id,name,hgnc_id,drug_id
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,HGNC:3618,DB00098
BE0003488,T-cell surface glycoprotein CD4,HGNC:1678,DB00098
BE0003575,Integrin beta-1,HGNC:6153,DB00098
BE0003576,Integrin alpha-V,HGNC:6150,DB00098
BE0001155,Integrin beta-3,HGNC:6156,DB00098
BE0000793,Granulocyte colony-stimulating factor receptor,HGNC:2439,DB00099
BE0000394,Neutrophil elastase,HGNC:3309,DB00099
BE0000216,Coagulation factor X,HGNC:3528,DB00100
BE0001021,Coagulation factor XI,HGNC:3529,DB00100
BE0000333,Coagulation factor VII,HGNC:3544,DB00100
BE0000016,Coagulation factor VIII,HGNC:3546,DB00100
BE0000048,Prothrombin,HGNC:3535,DB00100
BE0002110,Prolow-density lipoprotein receptor-related protein 1,HGNC:6692,DB00100
BE0000403,Vitamin K-dependent gamma-carboxylase,HGNC:4247,DB00100
BE0000205,Platelet-derived growth factor receptor beta,HGNC:8804,DB00102
BE0000852,Platelet-derived growth factor receptor alpha,HGNC:8803,DB00102
BE0000910,Alpha-2-macroglobulin,HGNC:7,DB00102
BE0004830,Globotriaosylceramide,,DB00103
BE0000452,Somatostatin receptor type 1,HGNC:11330,DB00104
BE0002147,Somatostatin receptor type 5,HGNC:11334,DB00104
BE0003528,Somatostatin receptor type 2,HGNC:11331,DB00104
BE0000385,Interferon alpha/beta receptor 2,HGNC:5433,DB00105
BE0000661,Interferon alpha/beta receptor 1,HGNC:5432,DB00105
BE0000203,Gonadotropin-releasing hormone receptor,HGNC:4421,DB00106
BE0000844,Oxytocin receptor,HGNC:8529,DB00107
BE0000751,Oxytocin-neurophysin 1,HGNC:8528,DB00107
BE0000590,Integrin alpha-4,HGNC:6140,DB00108
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,HGNC:3620,DB00108
BE0002093,Complement C1r subcomponent,HGNC:1246,DB00108
BE0002094,Complement C1q subcomponent subunit A,HGNC:1241,DB00108
BE0002095,Complement C1q subcomponent subunit B,HGNC:1242,DB00108
BE0002096,Complement C1q subcomponent subunit C,HGNC:1245,DB00108
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,HGNC:3619,DB00108
BE0000710,High affinity immunoglobulin gamma Fc receptor I,HGNC:3613,DB00108
BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,HGNC:3616,DB00108
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,HGNC:3618,DB00108
BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,HGNC:15626,DB00108
BE0001085,Intercellular adhesion molecule 1,HGNC:5344,DB00108
BE0000398,Envelope glycoprotein,,DB00109
BE0000686,Fusion glycoprotein F0,,DB00110
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,HGNC:3620,DB00110
BE0002093,Complement C1r subcomponent,HGNC:1246,DB00110
BE0002094,Complement C1q subcomponent subunit A,HGNC:1241,DB00110
BE0002095,Complement C1q subcomponent subunit B,HGNC:1242,DB00110
BE0002096,Complement C1q subcomponent subunit C,HGNC:1245,DB00110
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,HGNC:3619,DB00110
BE0000710,High affinity immunoglobulin gamma Fc receptor I,HGNC:3613,DB00110
BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,HGNC:3616,DB00110
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,HGNC:3618,DB00110
BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,HGNC:15626,DB00110
BE0000658,Interleukin-2 receptor subunit alpha,HGNC:6008,DB00111
BE0000651,Interleukin-2 receptor subunit beta,HGNC:6009,DB00111
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,HGNC:3620,DB00111
BE0002093,Complement C1r subcomponent,HGNC:1246,DB00111
BE0002094,Complement C1q subcomponent subunit A,HGNC:1241,DB00111
BE0002095,Complement C1q subcomponent subunit B,HGNC:1242,DB00111
BE0002096,Complement C1q subcomponent subunit C,HGNC:1245,DB00111
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,HGNC:3619,DB00111
BE0000710,High affinity immunoglobulin gamma Fc receptor I,HGNC:3613,DB00111
BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,HGNC:3616,DB00111
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,HGNC:3618,DB00111
BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,HGNC:15626,DB00111
BE0000163,Vascular endothelial growth factor A,HGNC:12680,DB00112
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,HGNC:3620,DB00112
BE0002093,Complement C1r subcomponent,HGNC:1246,DB00112
BE0002094,Complement C1q subcomponent subunit A,HGNC:1241,DB00112
BE0002095,Complement C1q subcomponent subunit B,HGNC:1242,DB00112
BE0002096,Complement C1q subcomponent subunit C,HGNC:1245,DB00112
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,HGNC:3619,DB00112
BE0000710,High affinity immunoglobulin gamma Fc receptor I,HGNC:3613,DB00112
BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,HGNC:3616,DB00112
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,HGNC:3618,DB00112
BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,HGNC:15626,DB00112
BE0000107,Carcinoembryonic antigen-related cell adhesion molecule 1,HGNC:1814,DB00113
BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",HGNC:14412,DB00114
BE0000378,Glutamate decarboxylase 1,HGNC:4092,DB00114
BE0000323,Cystathionine beta-synthase,HGNC:1550,DB00114
BE0000392,Kynureninase,HGNC:6469,DB00114
BE0000331,"Serine hydroxymethyltransferase, cytosolic",HGNC:10850,DB00114
BE0000151,"Cysteine desulfurase, mitochondrial",HGNC:15910,DB00114
BE0000529,"Aspartate aminotransferase, cytoplasmic",HGNC:4432,DB00114
BE0000424,"Ornithine aminotransferase, mitochondrial",HGNC:8091,DB00114
BE0000404,Ornithine decarboxylase,HGNC:8109,DB00114
BE0000727,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",HGNC:17929,DB00114
BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",HGNC:23,DB00114
BE0000181,Pyridoxine-5'-phosphate oxidase,HGNC:30260,DB00114
BE0000778,Sphingosine-1-phosphate lyase 1,HGNC:10817,DB00114
BE0000692,Tyrosine aminotransferase,HGNC:11573,DB00114
BE0000273,Kynurenine--oxoglutarate transaminase 1,HGNC:1564,DB00114
BE0000482,Threonine synthase-like 1,HGNC:26160,DB00114
BE0000007,"Glycogen phosphorylase, liver form",HGNC:9725,DB00114
BE0000660,Serine palmitoyltransferase 2,HGNC:11278,DB00114
BE0000079,Cysteine sulfinic acid decarboxylase,HGNC:18966,DB00114
BE0000002,Histidine decarboxylase,HGNC:4855,DB00114
BE0000448,Arginine decarboxylase,HGNC:29957,DB00114
BE0000164,L-serine dehydratase/L-threonine deaminase,HGNC:10691,DB00114
BE0000518,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",HGNC:4188,DB00114
BE0000618,"Glycine dehydrogenase [decarboxylating], mitochondrial",HGNC:4313,DB00114
BE0000667,Alanine aminotransferase 1,HGNC:4552,DB00114
BE0000603,Phosphoserine aminotransferase,HGNC:19129,DB00114
BE0000409,"5-aminolevulinate synthase, nonspecific, mitochondrial",HGNC:396,DB00114
BE0000316,Serine--pyruvate aminotransferase,HGNC:341,DB00114
BE0000278,Pyridoxal phosphate phosphatase,HGNC:30259,DB00114
BE0000441,Serine palmitoyltransferase 1,HGNC:11277,DB00114
BE0000791,Cystathionine gamma-lyase,HGNC:2501,DB00114
BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",HGNC:976,DB00114
BE0000721,"Branched-chain-amino-acid aminotransferase, mitochondrial",HGNC:977,DB00114
BE0002149,Proline synthase co-transcribed bacterial homolog protein,HGNC:9457,DB00114
BE0000822,Formimidoyltransferase-cyclodeaminase,HGNC:3974,DB00114
BE0000383,"Aspartate aminotransferase, mitochondrial",HGNC:4433,DB00114
BE0002150,"Glycogen phosphorylase, brain form",HGNC:9723,DB00114
BE0000916,"Glycogen phosphorylase, muscle form",HGNC:9726,DB00114
BE0002151,Aromatic-L-amino-acid decarboxylase,HGNC:2719,DB00114
BE0002152,Aspartate aminotransferase,,DB00114
BE0002153,GAD1 protein,HGNC:4092,DB00114
BE0002154,Serine hydroxymethyltransferase,,DB00114
BE0002155,Selenocysteine lyase variant,,DB00114
BE0002156,Phosphorylase,,DB00114
BE0002157,Ornithine aminotransferase variant,,DB00114
BE0002158,5-aminolevulinate synthase,,DB00114
BE0002159,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",,DB00114
BE0002160,DDC protein,,DB00114
BE0002161,Pyridoxal-dependent decarboxylase domain-containing protein 1,HGNC:28995,DB00114
BE0002162,Kynurenine--oxoglutarate transaminase 3,HGNC:33238,DB00114
BE0002163,Glutamate decarboxylase-like protein 1,HGNC:27949,DB00114
BE0004605,Selenocysteine lyase,HGNC:18161,DB00114
BE0004612,Immunoglobulin superfamily member 10,HGNC:26384,DB00114
BE0002164,5-phosphohydroxy-L-lysine phospho-lyase,HGNC:28249,DB00114
BE0002165,"Glutamate decarboxylase 1 (Brain, 67kDa)",,DB00114
BE0000292,"Serine hydroxymethyltransferase, mitochondrial",HGNC:10852,DB00114
BE0000898,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",HGNC:397,DB00114
BE0002166,Alanine aminotransferase 2,HGNC:18062,DB00114
BE0002167,Molybdenum cofactor sulfurase,HGNC:18234,DB00114
BE0002168,Serine dehydratase-like,HGNC:30404,DB00114
BE0002169,P-selectin cytoplasmic tail-associated protein (PCAP),,DB00114
BE0002170,Hepatic peroxysomal alanine:glyoxylate aminotransferase,,DB00114
BE0000388,Serine racemase,HGNC:14398,DB00114
BE0002171,O-phosphoseryl-tRNA(Sec) selenium transferase,HGNC:30605,DB00114
BE0002172,Serine palmitoyltransferase 3,HGNC:16253,DB00114
BE0002173,Glutamic acid decarboxylase,,DB00114
BE0002174,Alanine-glyoxylate aminotransferase homolog,,DB00114
BE0000734,Methionine synthase,HGNC:7468,DB00115
BE0000777,"Methylmalonyl-CoA mutase, mitochondrial",HGNC:7526,DB00115
BE0000763,Methionine synthase reductase,HGNC:7473,DB00115
BE0000320,"Methylmalonic aciduria type A protein, mitochondrial",HGNC:18871,DB00115
BE0002175,Methylmalonic aciduria and homocystinuria type C protein,HGNC:24525,DB00115
BE0002176,Methylenetetrahydrofolate reductase,HGNC:7436,DB00115
BE0000617,"C-1-tetrahydrofolate synthase, cytoplasmic",HGNC:7432,DB00116
BE0000268,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",HGNC:7434,DB00116
BE0000010,"Aminomethyltransferase, mitochondrial",HGNC:473,DB00116
BE0000933,Cytosolic 10-formyltetrahydrofolate dehydrogenase,HGNC:3978,DB00116
BE0000734,Methionine synthase,HGNC:7468,DB00116
BE0000822,Formimidoyltransferase-cyclodeaminase,HGNC:3974,DB00116
BE0001240,Bifunctional purine biosynthesis protein PURH,HGNC:794,DB00116
BE0000331,"Serine hydroxymethyltransferase, cytosolic",HGNC:10850,DB00116
BE0000292,"Serine hydroxymethyltransferase, mitochondrial",HGNC:10852,DB00116
BE0002176,Methylenetetrahydrofolate reductase,HGNC:7436,DB00116
BE0002154,Serine hydroxymethyltransferase,,DB00116
BE0002177,"Methionyl-tRNA formyltransferase, mitochondrial",HGNC:29666,DB00116
BE0000002,Histidine decarboxylase,HGNC:4855,DB00117
BE0000740,"Histidine--tRNA ligase, cytoplasmic",HGNC:4816,DB00117
BE0000285,Sodium-coupled neutral amino acid transporter 3,HGNC:18044,DB00117
BE0000086,Histidine ammonia-lyase,HGNC:4806,DB00117
BE0000372,Glycine N-methyltransferase,HGNC:4415,DB00118
BE0000101,S-adenosylmethionine decarboxylase proenzyme,HGNC:457,DB00118
BE0000304,S-adenosylmethionine synthase isoform type-2,HGNC:6904,DB00118
BE0000323,Cystathionine beta-synthase,HGNC:1550,DB00118
BE0000407,S-adenosylmethionine synthase isoform type-1,HGNC:6903,DB00118
BE0002089,Catechol O-methyltransferase,HGNC:2228,DB00118
BE0008997,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,HGNC:21077,DB00118
BE0005015,Arsenite methyltransferase,HGNC:17452,DB00118
BE0000449,Monocarboxylate transporter 4,HGNC:10924,DB00119
BE0000178,Monocarboxylate transporter 8,HGNC:10923,DB00119
BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",HGNC:14412,DB00119
BE0000386,Monocarboxylate transporter 6,HGNC:10926,DB00119
BE0000046,Pyruvate kinase PKLR,HGNC:9020,DB00119
BE0000174,Monocarboxylate transporter 7,HGNC:10927,DB00119
BE0000440,Monocarboxylate transporter 2,HGNC:10928,DB00119
BE0000098,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",HGNC:8808,DB00119
BE0000088,Pyruvate kinase PKM,HGNC:9021,DB00119
BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",HGNC:23,DB00119
BE0000195,Monocarboxylate transporter 5,HGNC:10925,DB00119
BE0000361,Monocarboxylate transporter 3,HGNC:16270,DB00119
BE0000669,Monocarboxylate transporter 1,HGNC:10922,DB00119
BE0000698,"Pyruvate carboxylase, mitochondrial",HGNC:8636,DB00119
BE0000692,Tyrosine aminotransferase,HGNC:11573,DB00120
BE0000789,Large neutral amino acids transporter small subunit 2,HGNC:11066,DB00120
BE0000038,Phenylalanine--tRNA ligase alpha subunit,HGNC:3592,DB00120
BE0000753,Phenylalanine-4-hydroxylase,HGNC:8582,DB00120
BE0000028,"Phenylalanine--tRNA ligase, mitochondrial",HGNC:21062,DB00120
BE0000561,Phenylalanine--tRNA ligase beta subunit,HGNC:17800,DB00120
BE0000614,Tyrosine 3-monooxygenase,HGNC:11782,DB00120
BE0000544,"Propionyl-CoA carboxylase beta chain, mitochondrial",HGNC:8654,DB00121
BE0000159,Biotin--protein ligase,HGNC:4976,DB00121
BE0000094,Sodium-dependent multivitamin transporter,HGNC:11041,DB00121
BE0000072,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",HGNC:6937,DB00121
BE0000702,Acetyl-CoA carboxylase 2,HGNC:85,DB00121
BE0000445,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",HGNC:6936,DB00121
BE0000698,"Pyruvate carboxylase, mitochondrial",HGNC:8636,DB00121
BE0000492,"Propionyl-CoA carboxylase alpha chain, mitochondrial",HGNC:8653,DB00121
BE0000626,Acetyl-CoA carboxylase 1,HGNC:84,DB00121
BE0000494,Choline-phosphate cytidylyltransferase B,HGNC:8755,DB00122
BE0000426,Acetylcholinesterase,HGNC:108,DB00122
BE0000615,Choline-phosphate cytidylyltransferase A,HGNC:8754,DB00122
BE0002179,Phospholipase D2,HGNC:9068,DB00122
BE0002180,Cholinesterase,HGNC:983,DB00122
BE0002181,Phospholipase D1,HGNC:9067,DB00122
BE0002186,Phosphoethanolamine/phosphocholine phosphatase,HGNC:16815,DB00122
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,HGNC:1960,DB00122
BE0000212,High affinity cationic amino acid transporter 1,HGNC:11057,DB00123
BE0000052,Cationic amino acid transporter 4,HGNC:11062,DB00123
BE0000136,Cationic amino acid transporter 3,HGNC:11061,DB00123
BE0000562,Low affinity cationic amino acid transporter 2,HGNC:11060,DB00123
BE0000198,Lysine--tRNA ligase,HGNC:6215,DB00123
BE0000263,"Nitric oxide synthase, endothelial",HGNC:7876,DB00125
BE0000136,Cationic amino acid transporter 3,HGNC:11061,DB00125
BE0000448,Arginine decarboxylase,HGNC:29957,DB00125
BE0000520,Argininosuccinate lyase,HGNC:746,DB00125
BE0000005,"Nitric oxide synthase, inducible",HGNC:7873,DB00125
BE0000212,High affinity cationic amino acid transporter 1,HGNC:11057,DB00125
BE0000758,"Arginase-2, mitochondrial",HGNC:664,DB00125
BE0000052,Cationic amino acid transporter 4,HGNC:11062,DB00125
BE0000671,Argininosuccinate synthase,HGNC:758,DB00125
BE0004338,Lactase-phlorizin hydrolase,HGNC:6530,DB00126
BE0001361,Hyaluronate lyase,,DB00126
BE0004796,DNA,,DB00126
BE0001225,Xylose isomerase,,DB00126
BE0002192,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",HGNC:9082,DB00126
BE0002117,"Phytanoyl-CoA dioxygenase, peroxisomal",HGNC:8940,DB00126
BE0002195,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",HGNC:9083,DB00126
BE0002197,Gamma-butyrobetaine dioxygenase,HGNC:964,DB00126
BE0000138,Dopamine beta-hydroxylase,HGNC:2689,DB00126
BE0002200,Peptidyl-glycine alpha-amidating monooxygenase,HGNC:8596,DB00126
BE0000060,Prolyl 4-hydroxylase subunit alpha-1,HGNC:8546,DB00126
BE0002202,Prolyl 3-hydroxylase 1,HGNC:19316,DB00126
BE0002203,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,HGNC:25823,DB00126
BE0002205,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,HGNC:32487,DB00126
BE0002206,Prolyl 3-hydroxylase 2,HGNC:19317,DB00126
BE0002208,Prolyl 3-hydroxylase 3,HGNC:19318,DB00126
BE0002210,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,HGNC:25585,DB00126
BE0002211,Egl nine homolog 2,HGNC:14660,DB00126
BE0002213,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,HGNC:30141,DB00126
BE0002215,Lysine-specific demethylase 5D,HGNC:11115,DB00126
BE0002217,Egl nine homolog 1,HGNC:1232,DB00126
BE0000168,Solute carrier family 23 member 1,HGNC:10974,DB00126
BE0000087,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",HGNC:9081,DB00126
BE0002219,Egl nine homolog 3,HGNC:14661,DB00126
BE0002221,"Trimethyllysine dioxygenase, mitochondrial",HGNC:18308,DB00126
BE0002223,Transmembrane prolyl 4-hydroxylase,HGNC:28858,DB00126
BE0000964,Spermine synthase,HGNC:11123,DB00127
BE0000566,Spermine oxidase,HGNC:15862,DB00127
BE0004796,DNA,,DB00127
BE0000404,Ornithine decarboxylase,HGNC:8109,DB00127
BE0000509,Extracellular calcium-sensing receptor,HGNC:1514,DB00127
BE0000172,Beta-1 adrenergic receptor,HGNC:285,DB00127
BE0000694,Beta-2 adrenergic receptor,HGNC:286,DB00127
BE0003317,Ribonuclease pancreatic,HGNC:10044,DB00128
BE0003751,Lysozyme C,HGNC:6740,DB00128
BE0000277,Calcium-binding mitochondrial carrier protein Aralar2,HGNC:10983,DB00128
BE0000529,"Aspartate aminotransferase, cytoplasmic",HGNC:4432,DB00128
BE0000187,Aspartoacylase,HGNC:756,DB00128
BE0000219,Asparagine synthetase [glutamine-hydrolyzing],HGNC:753,DB00128
BE0000671,Argininosuccinate synthase,HGNC:758,DB00128
BE0000481,Aminoacylase-1,HGNC:177,DB00128
BE0000383,"Aspartate aminotransferase, mitochondrial",HGNC:4433,DB00128
BE0000725,"Aspartate--tRNA ligase, cytoplasmic",HGNC:2678,DB00128
BE0000235,Calcium-binding mitochondrial carrier protein Aralar1,HGNC:10982,DB00128
BE0000528,Aspartyl/asparaginyl beta-hydroxylase,HGNC:757,DB00128
BE0002225,Multifunctional protein ADE2,HGNC:8587,DB00128
BE0002227,CAD protein,HGNC:1424,DB00128
BE0002228,Adenylosuccinate synthetase isozyme 2,HGNC:292,DB00128
BE0001054,Excitatory amino acid transporter 3,HGNC:10939,DB00128
BE0002152,Aspartate aminotransferase,,DB00128
BE0000788,"Argininosuccinate synthetase, isoform CRA_a",,DB00128
BE0002229,"Aspartate--tRNA ligase, mitochondrial",HGNC:25538,DB00128
BE0002230,Isoaspartyl peptidase/L-asparaginase,HGNC:16448,DB00128
BE0002231,Adenylosuccinate synthetase isozyme 1,HGNC:20093,DB00128
BE0002232,Aspartoacylase-2,HGNC:24104,DB00128
BE0000424,"Ornithine aminotransferase, mitochondrial",HGNC:8091,DB00129
BE0000306,"Ornithine carbamoyltransferase, mitochondrial",HGNC:8512,DB00129
BE0000286,Arginase-1,HGNC:663,DB00129
BE0000371,Ornithine decarboxylase antizyme 1,HGNC:8095,DB00129
BE0000562,Low affinity cationic amino acid transporter 2,HGNC:11060,DB00129
BE0000258,Mitochondrial ornithine transporter 2,HGNC:22921,DB00129
BE0000052,Cationic amino acid transporter 4,HGNC:11062,DB00129
BE0000212,High affinity cationic amino acid transporter 1,HGNC:11057,DB00129
BE0000758,"Arginase-2, mitochondrial",HGNC:664,DB00129
BE0000201,Mitochondrial ornithine transporter 1,HGNC:10985,DB00129
BE0000136,Cationic amino acid transporter 3,HGNC:11061,DB00129
BE0002233,Ornithine decarboxylase antizyme 2,HGNC:8096,DB00129
BE0000347,"Glycine amidinotransferase, mitochondrial",HGNC:4175,DB00129
BE0002234,Ornithine decarboxylase antizyme 3,HGNC:8097,DB00129
BE0000874,CTP synthase 1,HGNC:2519,DB00130
